At frame 0, truck 1 is located at coordinates [209.89, 640.13] with a bounding box of width 343.59 and height 241.54.
 At frame 121, car 41 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 21 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 23 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, person 25 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, person 32 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 47 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 24 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 52 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, person 55 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 65 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 11 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 27 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 76 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 121, car 73 is located at coordinates [1343.56, 631.24] with a bounding box of width 324.90 and height 232.93.
 At frame 122, car 41 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 23 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 21 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 47 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, person 25 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, person 32 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 24 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 11 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 71 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, person 55 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 52 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 73 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 64 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 76 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 65 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 27 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 122, car 54 is located at coordinates [1349.79, 629.86] with a bounding box of width 324.77 and height 235.89.
 At frame 123, car 41 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 23 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 21 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, person 25 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, person 32 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 47 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 24 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 71 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 64 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, person 55 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 

=====================================================

At frame 123, car 54 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 66 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 52 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 73 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 76 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 123, car 14 is located at coordinates [1356.32, 626.36] with a bounding box of width 327.39 and height 239.73.
 At frame 124, car 41 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 23 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 24 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, person 25 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, person 32 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 21 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 66 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 64 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, person 55 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 76 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 47 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 54 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 52 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 124, car 27 is located at coordinates [1363.33, 623.17] with a bounding box of width 326.25 and height 242.65.
 At frame 125, car 41 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 23 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 47 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 66 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 24 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, person 32 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, person 25 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 76 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, person 55 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 21 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 64 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 71 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 54 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 52 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 125, car 14 is located at coordinates [1369.98, 621.72] with a bounding box of width 326.71 and height 246.10.
 At frame 126, car 41 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 23 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 47 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, person 32 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 24 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, person 25 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 66 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, person 55 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 21 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 71 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 64 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 73 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 54 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
 At frame 126, car 14 is located at coordinates [1376.97, 620.53] with a bounding box of width 329.48 and height 250.64.
