At frame 0.0, person 1.0 is located at coordinates [605.72, 635.48] with a bounding box of width 36.41 and height 95.03.
 At frame 104.0, person 10.0 is located at coordinates [1306.45, 606.92] with a bounding box of width 21.92 and height 53.50.
 At frame 104.0, person 13.0 is located at coordinates [1277.98, 613.25] with a bounding box of width 27.30 and height 63.23.
 At frame 104.0, person 26.0 is located at coordinates [1241.21, 612.56] with a bounding box of width 23.14 and height 55.90.
 At frame 104.0, person 18.0 is located at coordinates [1662.87, 604.18] with a bounding box of width 44.55 and height 124.28.
 At frame 105.0, person 1.0 is located at coordinates [911.67, 576.74] with a bounding box of width 131.14 and height 281.41.
 At frame 105.0, person 5.0 is located at coordinates [1139.96, 589.76] with a bounding box of width 148.71 and height 320.11.
 At frame 105.0, person 8.0 is located at coordinates [1148.33, 616.66] with a bounding box of width 16.19 and height 38.55.
 At frame 105.0, person 11.0 is located at coordinates [213.34, 638.81] with a bounding box of width 32.02 and height 86.07.
 At frame 105.0, person 12.0 is located at coordinates [294.58, 643.10] with a bounding box of width 37.93 and height 83.92.
 At frame 105.0, person 16.0 is located at coordinates [1454.85, 602.74] with a bounding box of width 34.03 and height 84.52.
 At frame 105.0, person 17.0 is located at coordinates [1484.02, 608.21] with a bounding box of width 30.36 and height 75.80.
 At frame 105.0, person 19.0 is located at coordinates [1619.14, 587.74] with a bounding box of width 65.52 and height 154.73.
 At frame 105.0, person 22.0 is located at coordinates [1674.43, 601.40] with a bounding box of width 50.07 and height 137.77.
 At frame 105.0, person 21.0 is located at coordinates [1127.17, 618.36] with a bounding box of width 21.00 and height 51.77.
 At frame 105.0, person 7.0 is located at coordinates [667.50, 627.39] with a bounding box of width 46.15 and height 92.05.
 At frame 105.0, person 9.0 is located at coordinates [644.20, 633.09] with a bounding box of width 34.35 and height 82.16.
 At frame 105.0, person 14.0 is located at coordinates [1082.10, 620.11] with a bounding box of width 15.86 and height 35.55.
 At frame 105.0, person 27.0 is located at coordinates [508.73, 639.87] with a bounding box of width 15.93 and height 36.35.
 At frame 105.0, person 10.0 is located at coordinates [1306.51, 607.28] with a bounding box of width 21.61 and height 52.77.
 At frame 105.0, person 13.0 is located at coordinates [1279.17, 612.76] with a bounding box of width 27.55 and height 63.61.
 At frame 105.0, person 26.0 is located at coordinates [1240.99, 613.20] with a bounding box of width 22.57 and height 54.34.
 At frame 105.0, person 18.0 is located at coordinates [1666.73, 604.60] with a bounding box of width 43.44 and height 123.10.
 At frame 106.0, person 1.0 is located at coordinates [924.34, 574.93] with a bounding box of width 133.86 and height 280.39.
 At frame 106.0, person 5.0 is located at coordinates [1125.81, 587.48] with a bounding box of width 145.70 and height 322.95.
 At frame 106.0, person 8.0 is located at coordinates [1147.38, 615.56] with a bounding box of width 19.18 and height 45.96.
 At frame 106.0, person 11.0 is located at coordinates [211.85, 637.80] with a bounding box of width 32.42 and height 87.34.
 At frame 106.0, person 12.0 is located at coordinates [294.64, 643.31] with a bounding box of width 37.33 and height 82.97.
 At frame 106.0, person 16.0 is located at coordinates [1454.13, 602.02] with a bounding box of width 33.81 and height 84.46.
 At frame 106.0, person 17.0 is located at coordinates [1483.87, 607.74] with a bounding box of width 30.63 and height 76.14.
 At frame 106.0, person 19.0 is located at coordinates [1618.07, 587.79] with a bounding box of width 65.08 and height 153.46.
 At frame 106.0, person 22.0 is located at coordinates [1674.21, 600.13] with a bounding box of width 49.99 and height 137.07.
 At frame 106.0, person 21.0 is located at coordinates [1126.50, 618.21] with a bounding box of width 21.15 and height 52.12.
 At frame 106.0, person 7.0 is located at coordinates [669.56, 628.86] with a bounding box of width 45.28 and height 89.99.
 At frame 106.0, person 9.0 is located at coordinates [645.24, 632.28] with a bounding box of width 35.20 and height 83.72.
 At frame 106.0, person 14.0 is located at coordinates [1081.95, 619.65] with a bounding box of width 15.87 and height 35.53.
 At frame 106.0, person 27.0 is located at coordinates [509.62, 636.48] with a bounding box of width 17.41 and height 39.80.
 At frame 106.0, person 10.0 is located at coordinates [1306.91, 606.24] with a bounding box of width 21.89 and height 53.68.
 At frame 106.0, person 13.0 is located at coordinates [1280.05, 612.27] with a bounding box of width 27.89 and height 63.76.
 At frame 106.0, person 26.0 is located at coordinates [1239.99, 612.48] with a bounding box of width 23.05 and height 55.06.
 At frame 107.0, person 1.0 is located at coordinates [938.50, 576.04] with a bounding box of width 136.03 and height 279.92.
 At frame 107.0, person 5.0 is located at coordinates [1114.10, 588.67] with a bounding box of width 141.33 and height 322.53.
 At frame 107.0, person 11.0 is located at coordinates [210.45, 636.84] with a bounding box of width 32.74 and height 88.40.
 At frame 107.0, person 12.0 is located at coordinates [295.13, 643.39] with a bounding box of width 36.79 and height 82.03.
 At frame 107.0, person 16.0 is located at coordinates [1453.52, 601.46] with a bounding box of width 33.26 and height 83.84.
 At frame 107.0, person 17.0 is located at coordinates [1483.20, 607.27] with a bounding box of width 30.80 and height 76.28.
 At frame 107.0, person 19.0 is located at coordinates [1617.80, 587.53] with a bounding box of width 64.68 and height 153.57.
 At frame 107.0, person 22.0 is located at coordinates [1674.27, 599.36] with a bounding box of width 49.68 and height 135.64.
 At frame 107.0, person 21.0 is located at coordinates [1126.36, 618.15] with a bounding box of width 21.01 and height 51.67.
 At frame 107.0, person 7.0 is located at coordinates [675.15, 629.44] with a bounding box of width 43.40 and height 87.41.
 At frame 107.0, person 9.0 is located at coordinates [648.12, 632.27] with a bounding box of width 35.13 and height 83.14.
 At frame 107.0, person 14.0 is located at coordinates [1081.88, 619.49] with a bounding box of width 15.88 and height 35.53.
 At frame 107.0, person 27.0 is located at coordinates [508.48, 635.52] with a bounding box of width 17.41 and height 39.91.
 At frame 107.0, person 10.0 is located at coordinates [1307.77, 606.15] with a bounding box of width 21.75 and height 53.43.
 At frame 107.0, person 13.0 is located at coordinates [1280.74, 611.20] with a bounding box of width 28.39 and height 65.00.
 At frame 107.0, person 26.0 is located at coordinates [1238.89, 611.92] with a bounding box of width 23.54 and height 55.95.
 At frame 108.0, person 1.0 is located at coordinates [952.50, 579.72] with a bounding box of width 135.95 and height 276.18.
 At frame 108.0, person 5.0 is located at coordinates [1100.07, 587.41] with a bounding box of width 140.63 and height 327.57.
 At frame 108.0, person 11.0 is located at coordinates [209.47, 637.06] with a bounding box of width 32.68 and height 88.21.
 At frame 108.0, person 12.0 is located at coordinates [294.98, 643.43] with a bounding box of width 37.26 and height 83.47.
 At frame 108.0, person 16.0 is located at coordinates [1453.49, 601.55] with a bounding box of width 32.69 and height 83.02.
 At frame 108.0, person 17.0 is located at coordinates [1482.91, 606.80] with a bounding box of width 30.93 and height 76.33.
 At frame 108.0, person 19.0 is located at coordinates [1617.53, 586.26] with a bounding box of width 64.92 and height 155.38.
 At frame 108.0, person 22.0 is located at coordinates [1674.13, 597.90] with a bounding box of width 49.87 and height 135.69.
 At frame 108.0, person 21.0 is located at coordinates [1125.91, 622.27] with a bounding box of width 19.40 and height 47.96.
 At frame 108.0, person 7.0 is located at coordinates [676.91, 627.28] with a bounding box of width 43.75 and height 89.42.
 At frame 108.0, person 9.0 is located at coordinates [651.02, 631.98] with a bounding box of width 34.91 and height 82.90.
 At frame 108.0, person 14.0 is located at coordinates [1081.47, 619.73] with a bounding box of width 15.49 and height 34.94.
 At frame 108.0, person 27.0 is located at coordinates [507.87, 634.85] with a bounding box of width 17.68 and height 40.54.
 At frame 108.0, person 10.0 is located at coordinates [1307.89, 606.41] with a bounding box of width 22.08 and height 54.51.
 At frame 108.0, person 13.0 is located at coordinates [1282.05, 610.80] with a bounding box of width 28.75 and height 65.47.
 At frame 108.0, person 26.0 is located at coordinates [1237.68, 611.40] with a bounding box of width 24.18 and height 56.91.
 At frame 109.0, person 1.0 is located at coordinates [964.64, 581.17] with a bounding box of width 135.07 and height 275.88.
 At frame 109.0, person 5.0 is located at coordinates [1082.62, 587.53] with a bounding box of width 141.96 and height 331.17.
 At frame 109.0, person 11.0 is located at coordinates [208.52, 637.15] with a bounding box of width 32.74 and height 88.13.
 At frame 109.0, person 12.0 is located at coordinates [295.14, 643.44] with a bounding box of width 37.60 and height 84.60.
 At frame 109.0, person 16.0 is located at coordinates [1452.87, 601.30] with a bounding box of width 32.54 and height 83.30.
 At frame 109.0, person 17.0 is located at coordinates [1482.78, 606.33] with a bounding box of width 31.04 and height 76.35.
 At frame 109.0, person 19.0 is located at coordinates [1616.97, 585.80] with a bounding box of width 64.78 and height 156.64.
 At frame 109.0, person 22.0 is located at coordinates [1675.13, 597.66] with a bounding box of width 50.20 and height 135.73.
 At frame 109.0, person 7.0 is located at coordinates [678.84, 625.61] with a bounding box of width 43.53 and height 90.75.
 At frame 109.0, person 9.0 is located at coordinates [653.72, 631.58] with a bounding box of width 33.87 and height 81.04.
 At frame 109.0, person 14.0 is located at coordinates [1080.66, 620.12] with a bounding box of width 15.45 and height 34.72.
 At frame 109.0, person 10.0 is located at coordinates [1307.27, 605.35] with a bounding box of width 22.35 and height 55.50.
 At frame 109.0, person 13.0 is located at coordinates [1282.57, 610.35] with a bounding box of width 28.79 and height 65.65.
 At frame 109.0, person 26.0 is located at coordinates [1236.59, 611.50] with a bounding box of width 24.56 and height 57.29.
 At frame 110.0, person 1.0 is located at coordinates [981.88, 585.54] with a bounding box of width 131.75 and height 272.81.
 At frame 110.0, person 5.0 is located at coordinates [1069.37, 589.06] with a bounding box of width 142.31 and height 328.71.
 At frame 110.0, person 11.0 is located at coordinates [208.26, 638.35] with a bounding box of width 32.66 and height 87.50.
 At frame 110.0, person 12.0 is located at coordinates [295.41, 644.32] with a bounding box of width 37.61 and height 85.03.
 At frame 110.0, person 16.0 is located at coordinates [1452.32, 601.51] with a bounding box of width 31.99 and height 82.82.
 At frame 110.0, person 17.0 is located at coordinates [1482.21, 606.16] with a bounding box of width 30.96 and height 76.36.
 At frame 110.0, person 19.0 is located at coordinates [1616.98, 587.39] with a bounding box of width 63.16 and height 154.19.
 At frame 110.0, person 22.0 is located at coordinates [1675.83, 597.88] with a bounding box of width 50.85 and height 136.34.
 At frame 110.0, person 7.0 is located at coordinates [681.81, 624.98] with a bounding box of width 42.88 and height 91.84.
 At frame 110.0, person 9.0 is located at coordinates [656.66, 631.44] with a bounding box of width 33.05 and height 79.73.
 At frame 110.0, person 14.0 is located at coordinates [1080.83, 619.97] with a bounding box of width 15.70 and height 35.23.
 At frame 110.0, person 10.0 is located at coordinates [1307.74, 604.95] with a bounding box of width 22.18 and height 55.29.
 At frame 110.0, person 13.0 is located at coordinates [1283.89, 609.60] with a bounding box of width 28.82 and height 66.30.
 At frame 110.0, person 26.0 is located at coordinates [1235.86, 611.82] with a bounding box of width 24.22 and height 56.28.
 At frame 111.0, person 1.0 is located at coordinates [1003.66, 586.32] with a bounding box of width 128.17 and height 272.80.
 At frame 111.0, person 5.0 is located at coordinates [1055.28, 592.59] with a bounding box of width 144.87 and height 325.93.
