At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 638.0, person 49.0 is located at coordinates [873.22, 352.85] with a bounding box of width 14.34 and height 38.83.
 At frame 638.0, person 50.0 is located at coordinates [833.70, 356.83] with a bounding box of width 13.35 and height 34.04.
 At frame 639.0, person 46.0 is located at coordinates [901.36, 354.62] with a bounding box of width 14.02 and height 36.47.
 At frame 639.0, person 49.0 is located at coordinates [873.24, 352.88] with a bounding box of width 14.62 and height 39.38.
 At frame 639.0, person 50.0 is located at coordinates [834.34, 357.53] with a bounding box of width 13.52 and height 34.62.
 At frame 639.0, person 53.0 is located at coordinates [250.97, 348.04] with a bounding box of width 19.18 and height 50.57.
 At frame 640.0, person 46.0 is located at coordinates [901.01, 354.87] with a bounding box of width 14.08 and height 36.61.
 At frame 640.0, person 49.0 is located at coordinates [872.89, 353.28] with a bounding box of width 14.63 and height 39.20.
 At frame 640.0, person 50.0 is located at coordinates [834.13, 357.80] with a bounding box of width 13.67 and height 35.23.
 At frame 640.0, person 53.0 is located at coordinates [251.01, 347.45] with a bounding box of width 19.28 and height 50.84.
 At frame 641.0, person 46.0 is located at coordinates [901.20, 354.96] with a bounding box of width 14.24 and height 37.06.
 At frame 641.0, person 49.0 is located at coordinates [872.77, 353.82] with a bounding box of width 14.57 and height 39.13.
 At frame 641.0, person 50.0 is located at coordinates [834.34, 358.48] with a bounding box of width 13.93 and height 35.85.
 At frame 641.0, person 53.0 is located at coordinates [251.05, 347.71] with a bounding box of width 19.48 and height 51.39.
 At frame 642.0, person 46.0 is located at coordinates [901.46, 354.99] with a bounding box of width 14.66 and height 38.01.
 At frame 642.0, person 49.0 is located at coordinates [873.06, 354.03] with a bounding box of width 14.65 and height 39.49.
 At frame 642.0, person 50.0 is located at coordinates [835.18, 359.32] with a bounding box of width 14.04 and height 36.08.
 At frame 642.0, person 53.0 is located at coordinates [251.26, 348.46] with a bounding box of width 19.37 and height 51.11.
 At frame 643.0, person 46.0 is located at coordinates [901.59, 355.39] with a bounding box of width 14.74 and height 38.37.
 At frame 643.0, person 49.0 is located at coordinates [873.24, 354.68] with a bounding box of width 14.53 and height 39.24.
 At frame 643.0, person 50.0 is located at coordinates [835.55, 359.83] with a bounding box of width 13.97 and height 36.16.
 At frame 643.0, person 53.0 is located at coordinates [251.66, 348.93] with a bounding box of width 19.32 and height 51.01.
 At frame 644.0, person 46.0 is located at coordinates [901.53, 355.73] with a bounding box of width 14.98 and height 38.89.
 At frame 644.0, person 49.0 is located at coordinates [873.64, 354.93] with a bounding box of width 14.59 and height 39.53.
 At frame 644.0, person 50.0 is located at coordinates [835.97, 360.41] with a bounding box of width 14.13 and height 36.57.
 At frame 644.0, person 53.0 is located at coordinates [251.68, 349.30] with a bounding box of width 19.30 and height 50.97.
 At frame 645.0, person 46.0 is located at coordinates [901.55, 356.25] with a bounding box of width 14.96 and height 38.69.
 At frame 645.0, person 49.0 is located at coordinates [873.85, 355.41] with a bounding box of width 14.47 and height 39.25.
 At frame 645.0, person 50.0 is located at coordinates [836.19, 360.62] with a bounding box of width 14.07 and height 36.34.
 At frame 645.0, person 53.0 is located at coordinates [251.64, 349.82] with a bounding box of width 19.16 and height 50.54.
 At frame 646.0, person 46.0 is located at coordinates [901.60, 357.02] with a bounding box of width 14.84 and height 38.22.
 At frame 646.0, person 49.0 is located at coordinates [873.93, 356.17] with a bounding box of width 14.41 and height 39.14.
 At frame 646.0, person 50.0 is located at coordinates [835.47, 360.69] with a bounding box of width 14.05 and height 36.24.
 At frame 646.0, person 53.0 is located at coordinates [250.98, 349.59] with a bounding box of width 19.59 and height 51.60.
 At frame 647.0, person 46.0 is located at coordinates [901.72, 358.09] with a bounding box of width 14.58 and height 37.25.
 At frame 647.0, person 49.0 is located at coordinates [874.23, 356.44] with a bounding box of width 14.62 and height 39.49.
 At frame 647.0, person 50.0 is located at coordinates [834.98, 361.10] with a bounding box of width 13.68 and height 35.42.
 At frame 647.0, person 53.0 is located at coordinates [250.73, 349.70] with a bounding box of width 19.76 and height 51.99.
 At frame 648.0, person 46.0 is located at coordinates [901.53, 358.68] with a bounding box of width 14.93 and height 38.07.
 At frame 648.0, person 49.0 is located at coordinates [874.26, 356.73] with a bounding box of width 14.85 and height 40.01.
 At frame 648.0, person 50.0 is located at coordinates [834.80, 361.83] with a bounding box of width 13.51 and height 35.10.
 At frame 648.0, person 53.0 is located at coordinates [250.43, 349.73] with a bounding box of width 19.84 and height 52.12.
 At frame 649.0, person 46.0 is located at coordinates [900.99, 358.89] with a bounding box of width 15.21 and height 38.75.
 At frame 649.0, person 49.0 is located at coordinates [874.25, 356.64] with a bounding box of width 14.97 and height 40.21.
 At frame 649.0, person 50.0 is located at coordinates [834.42, 362.09] with a bounding box of width 13.30 and height 34.59.
 At frame 649.0, person 53.0 is located at coordinates [250.51, 349.93] with a bounding box of width 19.88 and height 52.17.
 At frame 650.0, person 46.0 is located at coordinates [900.91, 359.15] with a bounding box of width 15.05 and height 38.24.
 At frame 650.0, person 49.0 is located at coordinates [874.35, 357.18] with a bounding box of width 14.79 and height 39.50.
 At frame 650.0, person 50.0 is located at coordinates [834.73, 362.58] with a bounding box of width 13.08 and height 34.00.
 At frame 650.0, person 53.0 is located at coordinates [250.53, 350.39] with a bounding box of width 19.72 and height 51.78.
 At frame 651.0, person 46.0 is located at coordinates [901.31, 359.63] with a bounding box of width 14.90 and height 38.03.
 At frame 651.0, person 49.0 is located at coordinates [874.78, 358.75] with a bounding box of width 13.90 and height 37.26.
 At frame 651.0, person 50.0 is located at coordinates [835.18, 363.34] with a bounding box of width 13.13 and height 34.18.
 At frame 651.0, person 53.0 is located at coordinates [249.78, 350.75] with a bounding box of width 19.79 and height 52.03.
 At frame 652.0, person 46.0 is located at coordinates [901.67, 359.99] with a bounding box of width 14.42 and height 36.78.
 At frame 652.0, person 49.0 is located at coordinates [874.49, 359.33] with a bounding box of width 13.67 and height 36.81.
 At frame 652.0, person 50.0 is located at coordinates [835.10, 363.61] with a bounding box of width 13.64 and height 35.43.
 At frame 652.0, person 53.0 is located at coordinates [249.81, 350.88] with a bounding box of width 19.80 and height 52.11.
 At frame 653.0, person 46.0 is located at coordinates [902.19, 360.71] with a bounding box of width 13.46 and height 34.32.
 At frame 653.0, person 49.0 is located at coordinates [874.42, 358.93] with a bounding box of width 14.30 and height 38.64.
 At frame 653.0, person 50.0 is located at coordinates [835.18, 363.89] with a bounding box of width 13.61 and height 35.51.
 At frame 653.0, person 53.0 is located at coordinates [249.73, 351.51] with a bounding box of width 19.79 and height 52.14.
 At frame 654.0, person 46.0 is located at coordinates [901.50, 360.75] with a bounding box of width 14.03 and height 35.83.
 At frame 654.0, person 49.0 is located at coordinates [874.40, 359.16] with a bounding box of width 14.50 and height 39.31.
 At frame 654.0, person 50.0 is located at coordinates [835.48, 364.96] with a bounding box of width 13.05 and height 33.98.
 At frame 654.0, person 53.0 is located at coordinates [249.74, 351.93] with a bounding box of width 19.72 and height 52.15.
 At frame 654.0, person 54.0 is located at coordinates [199.83, 362.31] with a bounding box of width 17.77 and height 43.82.
 At frame 654.0, person 55.0 is located at coordinates [219.55, 361.01] with a bounding box of width 18.25 and height 45.47.
 At frame 655.0, person 46.0 is located at coordinates [901.59, 362.33] with a bounding box of width 13.59 and height 34.80.
 At frame 655.0, person 49.0 is located at coordinates [873.81, 360.02] with a bounding box of width 14.19 and height 38.41.
 At frame 655.0, person 50.0 is located at coordinates [835.37, 365.75] with a bounding box of width 12.48 and height 32.60.
 At frame 655.0, person 53.0 is located at coordinates [250.04, 354.23] with a bounding box of width 19.11 and height 50.58.
 At frame 655.0, person 54.0 is located at coordinates [197.56, 363.27] with a bounding box of width 17.75 and height 43.82.
 At frame 655.0, person 55.0 is located at coordinates [219.53, 362.05] with a bounding box of width 18.10 and height 45.11.
 At frame 656.0, person 46.0 is located at coordinates [901.63, 363.31] with a bounding box of width 13.40 and height 34.41.
 At frame 656.0, person 49.0 is located at coordinates [873.49, 361.12] with a bounding box of width 13.47 and height 36.48.
 At frame 656.0, person 50.0 is located at coordinates [835.34, 366.42] with a bounding box of width 12.25 and height 32.09.
 At frame 656.0, person 53.0 is located at coordinates [249.98, 355.09] with a bounding box of width 19.24 and height 51.17.
 At frame 656.0, person 54.0 is located at coordinates [199.44, 365.43] with a bounding box of width 17.53 and height 43.36.
 At frame 656.0, person 55.0 is located at coordinates [221.03, 363.56] with a bounding box of width 17.82 and height 44.53.
 At frame 656.0, person 56.0 is located at coordinates [192.32, 364.74] with a bounding box of width 16.98 and height 43.93.
 At frame 657.0, person 46.0 is located at coordinates [901.78, 364.45] with a bounding box of width 13.05 and height 33.48.
 At frame 657.0, person 49.0 is located at coordinates [873.80, 362.71] with a bounding box of width 12.31 and height 32.95.
 At frame 657.0, person 50.0 is located at coordinates [835.20, 367.84] with a bounding box of width 12.41 and height 32.71.
 At frame 657.0, person 53.0 is located at coordinates [250.25, 356.37] with a bounding box of width 19.10 and height 51.00.
 At frame 657.0, person 54.0 is located at coordinates [200.34, 367.19] with a bounding box of width 17.42 and height 43.21.
 At frame 657.0, person 55.0 is located at coordinates [220.66, 366.01] with a bounding box of width 17.38 and height 43.46.
 At frame 657.0, person 56.0 is located at coordinates [192.05, 366.34] with a bounding box of width 16.93 and height 43.84.
 At frame 658.0, person 46.0 is located at coordinates [901.91, 365.05] with a bounding box of width 13.58 and height 34.75.
 At frame 658.0, person 49.0 is located at coordinates [874.26, 363.48] with a bounding box of width 12.86 and height 34.14.
 At frame 658.0, person 50.0 is located at coordinates [835.50, 369.13] with a bounding box of width 12.56 and height 33.34.
 At frame 658.0, person 53.0 is located at coordinates [250.43, 359.39] with a bounding box of width 18.50 and height 49.36.
 At frame 658.0, person 54.0 is located at coordinates [200.00, 369.86] with a bounding box of width 16.71 and height 41.45.
 At frame 658.0, person 55.0 is located at coordinates [220.00, 366.74] with a bounding box of width 17.62 and height 44.01.
 At frame 658.0, person 56.0 is located at coordinates [192.51, 367.79] with a bounding box of width 16.73 and height 43.35.
 At frame 659.0, person 46.0 is located at coordinates [901.67, 366.22] with a bounding box of width 13.55 and height 34.82.
 At frame 659.0, person 49.0 is located at coordinates [874.45, 364.72] with a bounding box of width 12.98 and height 34.14.
