At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 665.0, person 247.0 is located at coordinates [1120.60, 331.43] with a bounding box of width 38.64 and height 94.34.
 At frame 665.0, person 254.0 is located at coordinates [847.18, 348.69] with a bounding box of width 12.23 and height 29.87.
 At frame 665.0, person 253.0 is located at coordinates [890.75, 346.94] with a bounding box of width 13.88 and height 33.89.
 At frame 665.0, person 258.0 is located at coordinates [825.24, 349.46] with a bounding box of width 12.28 and height 32.71.
 At frame 665.0, person 260.0 is located at coordinates [875.63, 345.08] with a bounding box of width 14.69 and height 36.19.
 At frame 665.0, person 261.0 is located at coordinates [1104.99, 336.13] with a bounding box of width 21.37 and height 64.35.
 At frame 666.0, person 174.0 is located at coordinates [758.55, 350.95] with a bounding box of width 14.91 and height 37.13.
 At frame 666.0, person 223.0 is located at coordinates [946.32, 343.55] with a bounding box of width 28.18 and height 72.63.
 At frame 666.0, person 228.0 is located at coordinates [934.25, 344.14] with a bounding box of width 23.26 and height 55.20.
 At frame 666.0, person 247.0 is located at coordinates [1121.00, 330.29] with a bounding box of width 38.55 and height 94.62.
 At frame 666.0, person 254.0 is located at coordinates [847.31, 349.05] with a bounding box of width 12.13 and height 29.69.
 At frame 666.0, person 253.0 is located at coordinates [890.67, 347.09] with a bounding box of width 13.85 and height 33.74.
 At frame 666.0, person 258.0 is located at coordinates [825.29, 349.59] with a bounding box of width 12.26 and height 32.47.
 At frame 666.0, person 260.0 is located at coordinates [875.19, 345.25] with a bounding box of width 14.43 and height 35.58.
 At frame 666.0, person 261.0 is located at coordinates [1103.97, 335.03] with a bounding box of width 21.46 and height 64.44.
 At frame 667.0, person 174.0 is located at coordinates [755.59, 351.00] with a bounding box of width 14.55 and height 36.28.
 At frame 667.0, person 223.0 is located at coordinates [944.71, 342.21] with a bounding box of width 28.46 and height 73.42.
 At frame 667.0, person 228.0 is located at coordinates [933.58, 344.32] with a bounding box of width 23.58 and height 56.28.
 At frame 667.0, person 247.0 is located at coordinates [1122.08, 330.82] with a bounding box of width 38.14 and height 93.94.
 At frame 667.0, person 254.0 is located at coordinates [847.16, 350.35] with a bounding box of width 11.67 and height 28.45.
 At frame 667.0, person 253.0 is located at coordinates [890.63, 346.73] with a bounding box of width 13.87 and height 33.69.
 At frame 667.0, person 258.0 is located at coordinates [825.15, 349.04] with a bounding box of width 12.56 and height 33.20.
 At frame 667.0, person 260.0 is located at coordinates [874.93, 344.89] with a bounding box of width 14.57 and height 35.80.
 At frame 667.0, person 261.0 is located at coordinates [1103.34, 334.63] with a bounding box of width 21.21 and height 63.66.
 At frame 668.0, person 174.0 is located at coordinates [754.46, 350.79] with a bounding box of width 14.54 and height 36.40.
 At frame 668.0, person 223.0 is located at coordinates [943.95, 342.09] with a bounding box of width 28.16 and height 72.55.
 At frame 668.0, person 228.0 is located at coordinates [933.68, 344.58] with a bounding box of width 22.98 and height 55.52.
 At frame 668.0, person 247.0 is located at coordinates [1122.34, 329.84] with a bounding box of width 38.19 and height 94.46.
 At frame 668.0, person 254.0 is located at coordinates [847.13, 349.82] with a bounding box of width 11.40 and height 27.98.
 At frame 668.0, person 253.0 is located at coordinates [890.35, 346.19] with a bounding box of width 13.64 and height 33.28.
 At frame 668.0, person 258.0 is located at coordinates [825.08, 348.45] with a bounding box of width 12.69 and height 33.48.
 At frame 668.0, person 260.0 is located at coordinates [874.27, 344.55] with a bounding box of width 14.95 and height 36.70.
 At frame 668.0, person 261.0 is located at coordinates [1102.78, 334.09] with a bounding box of width 21.01 and height 62.98.
 At frame 669.0, person 174.0 is located at coordinates [754.14, 350.31] with a bounding box of width 14.39 and height 36.06.
 At frame 669.0, person 223.0 is located at coordinates [941.93, 341.84] with a bounding box of width 28.43 and height 72.63.
 At frame 669.0, person 228.0 is located at coordinates [934.71, 344.67] with a bounding box of width 22.32 and height 54.44.
 At frame 669.0, person 247.0 is located at coordinates [1122.49, 329.85] with a bounding box of width 38.00 and height 94.66.
 At frame 669.0, person 254.0 is located at coordinates [847.06, 348.82] with a bounding box of width 11.41 and height 28.21.
 At frame 669.0, person 253.0 is located at coordinates [890.33, 345.78] with a bounding box of width 13.39 and height 32.74.
 At frame 669.0, person 258.0 is located at coordinates [824.91, 347.63] with a bounding box of width 13.01 and height 34.38.
 At frame 669.0, person 260.0 is located at coordinates [874.18, 344.42] with a bounding box of width 14.82 and height 36.25.
 At frame 669.0, person 261.0 is located at coordinates [1102.54, 333.91] with a bounding box of width 21.04 and height 62.74.
 At frame 670.0, person 174.0 is located at coordinates [754.12, 350.12] with a bounding box of width 14.19 and height 35.56.
 At frame 670.0, person 223.0 is located at coordinates [940.43, 341.54] with a bounding box of width 28.53 and height 72.27.
 At frame 670.0, person 228.0 is located at coordinates [936.61, 345.48] with a bounding box of width 21.41 and height 52.45.
 At frame 670.0, person 247.0 is located at coordinates [1123.37, 330.25] with a bounding box of width 37.79 and height 94.73.
 At frame 670.0, person 254.0 is located at coordinates [847.39, 348.24] with a bounding box of width 11.48 and height 28.30.
 At frame 670.0, person 253.0 is located at coordinates [890.01, 345.62] with a bounding box of width 13.14 and height 32.15.
 At frame 670.0, person 258.0 is located at coordinates [825.42, 347.53] with a bounding box of width 12.75 and height 33.56.
 At frame 670.0, person 260.0 is located at coordinates [874.81, 344.96] with a bounding box of width 13.46 and height 32.89.
 At frame 670.0, person 261.0 is located at coordinates [1102.52, 334.45] with a bounding box of width 20.97 and height 61.86.
 At frame 671.0, person 174.0 is located at coordinates [754.41, 350.24] with a bounding box of width 14.37 and height 35.79.
 At frame 671.0, person 223.0 is located at coordinates [939.77, 341.43] with a bounding box of width 28.83 and height 72.55.
 At frame 671.0, person 228.0 is located at coordinates [937.82, 346.57] with a bounding box of width 19.26 and height 47.33.
 At frame 671.0, person 247.0 is located at coordinates [1124.38, 330.20] with a bounding box of width 37.83 and height 95.15.
 At frame 671.0, person 254.0 is located at coordinates [848.28, 348.22] with a bounding box of width 11.53 and height 28.34.
 At frame 671.0, person 253.0 is located at coordinates [889.83, 345.16] with a bounding box of width 13.19 and height 32.34.
 At frame 671.0, person 258.0 is located at coordinates [825.66, 347.10] with a bounding box of width 12.54 and height 32.85.
 At frame 671.0, person 260.0 is located at coordinates [875.19, 345.37] with a bounding box of width 12.72 and height 31.23.
 At frame 671.0, person 261.0 is located at coordinates [1102.16, 334.87] with a bounding box of width 20.87 and height 61.15.
 At frame 672.0, person 174.0 is located at coordinates [754.37, 350.28] with a bounding box of width 14.77 and height 36.68.
 At frame 672.0, person 223.0 is located at coordinates [938.98, 342.56] with a bounding box of width 28.54 and height 71.48.
 At frame 672.0, person 228.0 is located at coordinates [938.01, 345.52] with a bounding box of width 22.22 and height 54.91.
 At frame 672.0, person 247.0 is located at coordinates [1125.69, 330.17] with a bounding box of width 37.50 and height 94.13.
 At frame 672.0, person 254.0 is located at coordinates [848.99, 348.01] with a bounding box of width 11.56 and height 28.36.
 At frame 672.0, person 253.0 is located at coordinates [889.78, 345.19] with a bounding box of width 13.20 and height 32.42.
 At frame 672.0, person 258.0 is located at coordinates [825.80, 346.75] with a bounding box of width 13.15 and height 34.57.
 At frame 672.0, person 260.0 is located at coordinates [875.13, 345.09] with a bounding box of width 13.67 and height 33.56.
 At frame 672.0, person 261.0 is located at coordinates [1101.68, 334.82] with a bounding box of width 21.56 and height 62.11.
 At frame 673.0, person 174.0 is located at coordinates [753.76, 350.49] with a bounding box of width 14.56 and height 36.23.
 At frame 673.0, person 223.0 is located at coordinates [938.69, 342.99] with a bounding box of width 28.50 and height 71.09.
 At frame 673.0, person 247.0 is located at coordinates [1125.93, 329.96] with a bounding box of width 37.80 and height 94.92.
 At frame 673.0, person 254.0 is located at coordinates [849.36, 348.71] with a bounding box of width 12.14 and height 29.94.
 At frame 673.0, person 253.0 is located at coordinates [889.77, 345.40] with a bounding box of width 13.19 and height 32.46.
 At frame 673.0, person 258.0 is located at coordinates [826.43, 346.82] with a bounding box of width 12.96 and height 34.04.
 At frame 673.0, person 260.0 is located at coordinates [875.12, 345.59] with a bounding box of width 13.19 and height 32.40.
 At frame 673.0, person 261.0 is located at coordinates [1100.95, 336.19] with a bounding box of width 21.36 and height 60.89.
 At frame 673.0, person 263.0 is located at coordinates [969.28, 343.30] with a bounding box of width 28.42 and height 73.42.
 At frame 674.0, person 174.0 is located at coordinates [753.02, 350.76] with a bounding box of width 14.74 and height 36.86.
 At frame 674.0, person 223.0 is located at coordinates [938.00, 343.53] with a bounding box of width 28.15 and height 69.77.
 At frame 674.0, person 247.0 is located at coordinates [1126.18, 329.10] with a bounding box of width 38.31 and height 96.38.
 At frame 674.0, person 254.0 is located at coordinates [849.51, 348.97] with a bounding box of width 12.32 and height 30.53.
 At frame 674.0, person 253.0 is located at coordinates [889.71, 345.47] with a bounding box of width 13.32 and height 32.87.
 At frame 674.0, person 258.0 is located at coordinates [826.47, 346.86] with a bounding box of width 13.29 and height 35.01.
 At frame 674.0, person 260.0 is located at coordinates [875.12, 345.97] with a bounding box of width 13.02 and height 31.97.
 At frame 674.0, person 261.0 is located at coordinates [1100.23, 337.11] with a bounding box of width 21.42 and height 60.44.
 At frame 674.0, person 263.0 is located at coordinates [969.25, 344.99] with a bounding box of width 27.56 and height 71.14.
 At frame 675.0, person 174.0 is located at coordinates [753.30, 350.85] with a bounding box of width 14.50 and height 36.32.
 At frame 675.0, person 223.0 is located at coordinates [937.16, 342.94] with a bounding box of width 28.48 and height 69.69.
 At frame 675.0, person 247.0 is located at coordinates [1127.05, 329.35] with a bounding box of width 38.44 and height 96.55.
 At frame 675.0, person 254.0 is located at coordinates [849.63, 348.49] with a bounding box of width 12.22 and height 30.37.
 At frame 675.0, person 253.0 is located at coordinates [889.31, 345.50] with a bounding box of width 13.34 and height 33.03.
 At frame 675.0, person 258.0 is located at coordinates [826.62, 346.88] with a bounding box of width 13.13 and height 34.60.
 At frame 675.0, person 260.0 is located at coordinates [874.18, 345.71] with a bounding box of width 12.43 and height 30.63.
 At frame 675.0, person 261.0 is located at coordinates [1099.64, 337.64] with a bounding box of width 21.32 and height 59.50.
