At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 952.0, person 73.0 is located at coordinates [349.66, 339.27] with a bounding box of width 11.73 and height 27.69.
 At frame 952.0, person 75.0 is located at coordinates [389.35, 336.72] with a bounding box of width 10.09 and height 23.38.
 At frame 952.0, person 76.0 is located at coordinates [184.34, 344.62] with a bounding box of width 18.40 and height 40.43.
 At frame 952.0, person 77.0 is located at coordinates [173.47, 347.34] with a bounding box of width 15.92 and height 38.19.
 At frame 952.0, person 78.0 is located at coordinates [131.88, 345.11] with a bounding box of width 17.68 and height 41.00.
 At frame 953.0, person 65.0 is located at coordinates [1191.27, 283.36] with a bounding box of width 64.52 and height 159.71.
 At frame 953.0, person 73.0 is located at coordinates [348.95, 338.80] with a bounding box of width 11.60 and height 27.44.
 At frame 953.0, person 75.0 is located at coordinates [389.34, 336.39] with a bounding box of width 10.03 and height 23.21.
 At frame 953.0, person 76.0 is located at coordinates [182.04, 344.11] with a bounding box of width 18.47 and height 40.77.
 At frame 953.0, person 77.0 is located at coordinates [170.76, 346.64] with a bounding box of width 15.79 and height 38.04.
 At frame 953.0, person 78.0 is located at coordinates [128.93, 343.88] with a bounding box of width 17.99 and height 41.76.
 At frame 954.0, person 65.0 is located at coordinates [1214.41, 282.19] with a bounding box of width 66.82 and height 166.33.
 At frame 954.0, person 73.0 is located at coordinates [348.59, 338.24] with a bounding box of width 11.33 and height 26.95.
 At frame 954.0, person 75.0 is located at coordinates [389.28, 336.27] with a bounding box of width 9.66 and height 22.36.
 At frame 954.0, person 76.0 is located at coordinates [179.69, 343.35] with a bounding box of width 18.43 and height 40.89.
 At frame 954.0, person 77.0 is located at coordinates [167.97, 345.20] with a bounding box of width 16.04 and height 38.76.
 At frame 954.0, person 78.0 is located at coordinates [126.68, 343.23] with a bounding box of width 18.03 and height 41.65.
 At frame 955.0, person 65.0 is located at coordinates [1237.61, 282.22] with a bounding box of width 67.26 and height 170.80.
 At frame 955.0, person 73.0 is located at coordinates [347.75, 337.45] with a bounding box of width 11.48 and height 27.54.
 At frame 955.0, person 75.0 is located at coordinates [388.67, 335.04] with a bounding box of width 9.87 and height 22.83.
 At frame 955.0, person 76.0 is located at coordinates [176.73, 342.68] with a bounding box of width 18.59 and height 41.32.
 At frame 955.0, person 77.0 is located at coordinates [165.11, 344.87] with a bounding box of width 15.94 and height 38.64.
 At frame 955.0, person 78.0 is located at coordinates [125.53, 342.22] with a bounding box of width 17.66 and height 40.81.
 At frame 956.0, person 73.0 is located at coordinates [346.90, 336.97] with a bounding box of width 11.07 and height 26.60.
 At frame 956.0, person 75.0 is located at coordinates [387.46, 333.82] with a bounding box of width 9.95 and height 23.00.
 At frame 956.0, person 76.0 is located at coordinates [172.96, 341.47] with a bounding box of width 18.61 and height 41.47.
 At frame 956.0, person 77.0 is located at coordinates [161.60, 343.20] with a bounding box of width 16.18 and height 39.37.
 At frame 956.0, person 78.0 is located at coordinates [120.83, 339.69] with a bounding box of width 18.38 and height 42.46.
 At frame 957.0, person 73.0 is located at coordinates [345.06, 335.22] with a bounding box of width 11.18 and height 27.02.
 At frame 957.0, person 75.0 is located at coordinates [386.30, 330.25] with a bounding box of width 10.97 and height 25.41.
 At frame 957.0, person 76.0 is located at coordinates [169.58, 338.89] with a bounding box of width 18.73 and height 41.91.
 At frame 957.0, person 77.0 is located at coordinates [158.02, 340.84] with a bounding box of width 16.62 and height 40.41.
 At frame 957.0, person 78.0 is located at coordinates [115.94, 337.61] with a bounding box of width 18.55 and height 42.67.
 At frame 958.0, person 73.0 is located at coordinates [342.73, 334.20] with a bounding box of width 11.05 and height 26.78.
 At frame 958.0, person 75.0 is located at coordinates [384.94, 329.12] with a bounding box of width 11.33 and height 26.29.
 At frame 958.0, person 76.0 is located at coordinates [165.47, 337.92] with a bounding box of width 18.76 and height 42.07.
 At frame 958.0, person 77.0 is located at coordinates [153.67, 339.57] with a bounding box of width 16.90 and height 41.19.
 At frame 958.0, person 78.0 is located at coordinates [111.21, 335.67] with a bounding box of width 19.10 and height 43.91.
 At frame 959.0, person 73.0 is located at coordinates [340.43, 333.05] with a bounding box of width 11.51 and height 27.87.
 At frame 959.0, person 75.0 is located at coordinates [382.98, 329.65] with a bounding box of width 11.26 and height 26.26.
 At frame 959.0, person 76.0 is located at coordinates [161.37, 337.00] with a bounding box of width 18.93 and height 42.90.
 At frame 959.0, person 77.0 is located at coordinates [149.37, 338.91] with a bounding box of width 17.00 and height 41.48.
 At frame 959.0, person 78.0 is located at coordinates [107.54, 335.54] with a bounding box of width 18.86 and height 43.21.
 At frame 960.0, person 73.0 is located at coordinates [338.75, 333.21] with a bounding box of width 11.82 and height 28.66.
 At frame 960.0, person 75.0 is located at coordinates [382.04, 331.63] with a bounding box of width 10.78 and height 25.08.
 At frame 960.0, person 76.0 is located at coordinates [158.54, 337.45] with a bounding box of width 18.42 and height 42.05.
 At frame 960.0, person 77.0 is located at coordinates [146.27, 340.04] with a bounding box of width 16.26 and height 39.64.
 At frame 960.0, person 78.0 is located at coordinates [102.84, 336.13] with a bounding box of width 19.09 and height 43.70.
 At frame 961.0, person 73.0 is located at coordinates [336.12, 333.88] with a bounding box of width 12.12 and height 29.34.
 At frame 961.0, person 75.0 is located at coordinates [380.35, 332.04] with a bounding box of width 10.54 and height 24.60.
 At frame 961.0, person 76.0 is located at coordinates [153.72, 338.64] with a bounding box of width 18.65 and height 42.88.
 At frame 961.0, person 77.0 is located at coordinates [141.06, 341.32] with a bounding box of width 16.46 and height 40.09.
 At frame 961.0, person 78.0 is located at coordinates [97.88, 337.15] with a bounding box of width 19.13 and height 43.88.
 At frame 962.0, person 73.0 is located at coordinates [333.43, 334.54] with a bounding box of width 12.19 and height 29.60.
 At frame 962.0, person 75.0 is located at coordinates [378.10, 333.19] with a bounding box of width 10.57 and height 24.81.
 At frame 962.0, person 76.0 is located at coordinates [148.80, 338.90] with a bounding box of width 18.99 and height 43.96.
 At frame 962.0, person 77.0 is located at coordinates [135.90, 342.57] with a bounding box of width 16.78 and height 41.04.
 At frame 962.0, person 78.0 is located at coordinates [92.20, 337.96] with a bounding box of width 19.25 and height 44.32.
 At frame 963.0, person 73.0 is located at coordinates [330.16, 334.62] with a bounding box of width 12.52 and height 30.46.
 At frame 963.0, person 75.0 is located at coordinates [375.61, 333.82] with a bounding box of width 10.41 and height 24.50.
 At frame 963.0, person 76.0 is located at coordinates [143.77, 339.98] with a bounding box of width 18.86 and height 43.98.
 At frame 963.0, person 77.0 is located at coordinates [130.43, 342.28] with a bounding box of width 17.35 and height 42.55.
 At frame 963.0, person 78.0 is located at coordinates [88.35, 340.61] with a bounding box of width 18.34 and height 42.54.
 At frame 964.0, person 73.0 is located at coordinates [325.70, 335.04] with a bounding box of width 12.63 and height 30.78.
 At frame 964.0, person 75.0 is located at coordinates [372.37, 333.48] with a bounding box of width 10.68 and height 25.16.
 At frame 964.0, person 76.0 is located at coordinates [137.35, 340.03] with a bounding box of width 19.16 and height 45.14.
 At frame 964.0, person 77.0 is located at coordinates [123.64, 342.37] with a bounding box of width 17.66 and height 43.50.
 At frame 964.0, person 78.0 is located at coordinates [82.97, 342.06] with a bounding box of width 17.60 and height 41.05.
 At frame 964.0, person 81.0 is located at coordinates [78.84, 340.28] with a bounding box of width 19.12 and height 44.64.
 At frame 965.0, person 73.0 is located at coordinates [322.45, 334.26] with a bounding box of width 12.74 and height 31.28.
 At frame 965.0, person 75.0 is located at coordinates [370.18, 334.13] with a bounding box of width 10.49 and height 24.63.
 At frame 965.0, person 76.0 is located at coordinates [131.48, 339.47] with a bounding box of width 19.57 and height 46.34.
 At frame 965.0, person 77.0 is located at coordinates [117.97, 342.22] with a bounding box of width 17.84 and height 44.24.
 At frame 965.0, person 78.0 is located at coordinates [76.98, 341.41] with a bounding box of width 17.86 and height 42.08.
 At frame 965.0, person 81.0 is located at coordinates [73.44, 339.06] with a bounding box of width 19.63 and height 45.82.
 At frame 966.0, person 73.0 is located at coordinates [317.32, 334.15] with a bounding box of width 12.97 and height 31.85.
 At frame 966.0, person 75.0 is located at coordinates [365.82, 334.00] with a bounding box of width 10.86 and height 25.59.
 At frame 966.0, person 76.0 is located at coordinates [123.57, 339.07] with a bounding box of width 19.95 and height 47.55.
 At frame 966.0, person 77.0 is located at coordinates [109.98, 342.17] with a bounding box of width 18.04 and height 44.90.
 At frame 966.0, person 81.0 is located at coordinates [63.86, 339.77] with a bounding box of width 19.63 and height 45.77.
 At frame 967.0, person 73.0 is located at coordinates [313.13, 333.93] with a bounding box of width 13.00 and height 32.05.
 At frame 967.0, person 75.0 is located at coordinates [362.13, 333.37] with a bounding box of width 10.97 and height 25.95.
 At frame 967.0, person 76.0 is located at coordinates [117.10, 339.69] with a bounding box of width 19.60 and height 46.86.
 At frame 967.0, person 77.0 is located at coordinates [103.19, 342.16] with a bounding box of width 17.93 and height 44.75.
 At frame 967.0, person 81.0 is located at coordinates [54.58, 338.94] with a bounding box of width 20.24 and height 47.04.
 At frame 968.0, person 73.0 is located at coordinates [309.94, 333.28] with a bounding box of width 12.84 and height 31.73.
 At frame 968.0, person 75.0 is located at coordinates [359.40, 332.36] with a bounding box of width 11.05 and height 26.08.
 At frame 968.0, person 76.0 is located at coordinates [111.05, 338.00] with a bounding box of width 20.19 and height 48.11.
 At frame 968.0, person 77.0 is located at coordinates [97.11, 341.38] with a bounding box of width 18.25 and height 45.45.
 At frame 968.0, person 81.0 is located at coordinates [48.91, 339.09] with a bounding box of width 20.16 and height 46.61.
 At frame 969.0, person 73.0 is located at coordinates [305.49, 332.45] with a bounding box of width 12.82 and height 31.60.
 At frame 969.0, person 75.0 is located at coordinates [355.58, 330.03] with a bounding box of width 11.70 and height 27.67.
 At frame 969.0, person 76.0 is located at coordinates [103.54, 336.99] with a bounding box of width 20.34 and height 48.58.
 At frame 969.0, person 77.0 is located at coordinates [89.54, 340.32] with a bounding box of width 18.29 and height 45.70.
 At frame 969.0, person 81.0 is located at coordinates [41.65, 337.71] with a bounding box of width 20.29 and height 46.83.
 At frame 970.0, person 73.0 is located at coordinates [299.90, 330.59] with a bounding box of width 13.01 and height 31.92.
 At frame 970.0, person 75.0 is located at coordinates [351.34, 327.83] with a bounding box of width 11.94 and height 28.27.
 At frame 970.0, person 76.0 is located at coordinates [95.07, 335.65] with a bounding box of width 20.20 and height 48.35.
 At frame 970.0, person 77.0 is located at coordinates [81.08, 338.18] with a bounding box of width 18.54 and height 46.16.
